mAb,Glycan_Class,Polysaccharide_Clade,Target_Epitope,Mean_Ground,Mean_Space,Fold_Change,log2FC,pvalue,log2FC_6d,pvalue_6d,log2FC_11d,pvalue_11d,Cohens_d,FDR
CCRC-M50,Xyloglucan (Non-Fucosylated),Hemicellulose,Xyloglucan backbone / Gal-Xyl-Glc oligomers,0.6681666666666666,0.6705,1.0034916201117319,0.005028569193080046,0.9760137063014687,-0.022887017327521342,0.9425744651594105,0.027619383300231712,0.8241297544408728,0.017798468854140787,0.9826317903891837
CCRC-M51,Xyloglucan (Non-Fucosylated),Hemicellulose,Xyloglucan backbone / Gal-Xyl-Glc oligomers,0.05625,0.10541666666666667,1.8725229222123632,0.904983379330057,0.289332850761369,-0.3566279270571707,0.7941770418694387,1.2509510678730107,0.11073956283600053,0.6527815671803219,0.9826317903891837
CCRC-M53,Xyloglucan (Non-Fucosylated),Hemicellulose,Xyloglucan backbone / Gal-Xyl-Glc oligomers,0.5764166666666668,0.6033333333333333,1.046688444971235,0.0658320766681608,0.7429705285274661,-0.0724748895912075,0.8458662470123488,0.17288493684600334,0.2925888472145129,0.1948208024071865,0.9826317903891837
CCRC-M57,Xyloglucan (Non-Fucosylated),Hemicellulose,Xyloglucan backbone / Gal-Xyl-Glc oligomers,0.045000000000000005,0.08524999999999999,1.8924611973392458,0.9202637197723569,0.2888978301587218,-0.22157107486343025,0.8661913698779531,1.2567067858617826,0.12323058735059966,0.6551007939156445,0.9826317903891837
CCRC-M102,Xyloglucan (Fucosylated),Hemicellulose,"Fucosylated xyloglucan / α-Fuc-(1,2)-β-Gal sidechain",0.7576666666666667,0.7925833333333333,1.046078388246162,0.06499096448797509,0.6242417347493949,-0.05673636574642223,0.7994222894798478,0.16628500421732392,0.0893858355727644,0.29185414181998887,0.9826317903891837
CCRC-M39,Xyloglucan (Non-Fucosylated),Hemicellulose,Xyloglucan backbone / Gal-Xyl-Glc oligomers,0.5319166666666667,0.543,1.0208326806804298,0.02974642103054993,0.8157504078582851,-0.07544634757672755,0.669706465522494,0.11506837026820137,0.14548733315883178,0.13860642796263475,0.9826317903891837
CCRC-M106,Xyloglucan (Fucosylated),Hemicellulose,"Fucosylated xyloglucan / α-Fuc-(1,2)-β-Gal sidechain",0.9245000000000001,0.9350833333333334,1.0114463912322444,0.016419856077142227,0.8602398193999525,-0.04043099241702619,0.8148371893113148,0.06817617238119665,0.44024965727477416,0.10476663008955157,0.9826317903891837
CCRC-M84,Xyloglucan (Fucosylated),Hemicellulose,"Fucosylated xyloglucan / α-Fuc-(1,2)-β-Gal sidechain",0.9238333333333335,0.9512499999999999,1.029673858142723,0.042187446389372066,0.6495709816120798,0.046559474341242864,0.7687828468939847,0.038380743614756054,0.44456366970837674,0.2705799441399972,0.9826317903891837
CCRC-M1,Xyloglucan (Fucosylated),Hemicellulose,"Fucosylated xyloglucan / α-Fuc-(1,2)-β-Gal sidechain",0.9403333333333334,0.9749166666666665,1.036773827668096,0.05210120438259735,0.5808753566911293,0.12515088151553833,0.45882362874742594,-0.014662393994599898,0.8884960914291149,0.3300520305538942,0.9826317903891837
CCRC-M111,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.0013750000000000001,0.0036666666666666666,2.5536723163841804,1.35257341233219,0.1555785542499016,1.2801079191927351,0.5097493751041062,1.3849175109025085,0.23003915875425726,0.9144593870624377,0.9826317903891837
CCRC-M108,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.5705000000000001,0.6230833333333333,1.0921544572964128,0.12717690297725534,0.6576899821081292,-0.09829415526517887,0.8658496262791866,0.28460402474809543,0.19029357379899142,0.26405698064096994,0.9826317903891837
CCRC-M109,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.6550833333333334,0.6970000000000001,1.0639770038920404,0.08946696970241391,0.6707514947104662,-0.06424677476071669,0.8756004419451278,0.20791397471018302,0.17637282043996597,0.2534711598526505,0.9826317903891837
CCRC-M119,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.005916666666666667,0.005083333333333334,0.8614958448753463,-0.21508425675656848,0.683325728371172,-0.4921137222974849,0.681917960132308,0.0,1.0,-0.2442368409040374,0.9826317903891837
CCRC-M115,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.021750000000000002,0.022416666666666668,1.030511060259344,0.043359989103929845,0.8668832359042857,0.05957473335837081,0.8843410172999173,0.029829354310760395,0.9401145759558673,0.09964873451815284,0.9826317903891837
CCRC-M110,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.009333333333333334,0.010666666666666666,1.1413427561837455,0.19073211186204245,0.717396788471941,1.0712069504924198,0.14543524060320057,-0.44186776612140116,0.6081587296641767,0.2163901569602124,0.9826317903891837
CCRC-M105,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.028666666666666663,0.02808333333333333,0.9797219003476246,-0.02955580476897166,0.8610054154735977,0.016065812359635417,0.9512418527012123,-0.08012086590917138,0.773500696095625,-0.10384568045338673,0.9826317903891837
CCRC-M117,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.0009166666666666666,0.0004166666666666667,0.5081967213114754,-0.976541027176011,0.5288298276135592,0.6374299206152918,0.7354993215486753,-3.841302253980942,0.42264973081037427,-0.3788676152120412,0.9826317903891837
CCRC-M113,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.015416666666666667,0.014,0.9087003222341569,-0.1381235044388439,0.7199298465041859,-0.2175060659764221,0.7982100440020397,-0.08277767578445806,0.8207658875582677,-0.214251297044396,0.9826317903891837
CCRC-M120,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.015916666666666666,0.018583333333333337,1.1664932362122793,0.22217794203167684,0.5193287790544976,0.37196877738695794,0.6414607117474576,0.10075262431129675,0.7692153422990347,0.3881826088715997,0.9826317903891837
CCRC-M118,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.022500000000000003,0.025916666666666668,1.1511799410029497,0.2031133588415648,0.7578411560897567,0.5446986305074292,0.30763641414236403,0.1273257387459031,0.7521222478028841,0.183002527662303,0.9826317903891837
CCRC-M116,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.009166666666666668,0.008499999999999999,0.9280575539568342,-0.10771381730025383,0.7679927449656211,0.4678684557859371,0.3152226017258749,-0.8321583130581764,0.22980906356699077,-0.1751759485919635,0.9826317903891837
CCRC-M114,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.22233333333333336,0.2581666666666667,1.1610969578900046,0.21548845009023662,0.6134869940204812,-0.11119329205555492,0.8805183972843145,0.38018366714290525,0.2573273037764708,0.30174364263367315,0.9826317903891837
CCRC-M154,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.255,0.24683333333333335,0.9679864105579512,-0.046941301063391956,0.746852940210458,0.13491114664590453,0.6283570991577612,-0.21970656365486607,0.2418845325148132,-0.19161483119863193,0.9826317903891837
CCRC-M150,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.2705833333333333,0.289,1.0680376824087188,0.09496254895911785,0.7091842621567862,-0.1871423999853859,0.5474340028782886,0.27827368969832333,0.13599517009886783,0.22295290296617915,0.9826317903891837
CCRC-M144,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.36650000000000005,0.3780833333333333,1.0315966539370793,0.044878998755263834,0.8487227485766349,-0.3242629763163494,0.4048810393144918,0.3090279030996995,0.13176037465894846,0.11321672813561713,0.9826317903891837
CCRC-M146,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.41275,0.4175,1.011505389366598,0.016504006689820144,0.9241393989289921,-0.2520654499544855,0.31974335152800615,0.23444242239067792,0.28705768722174063,0.05639740403943253,0.9826317903891837
CCRC-M145,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.4477499999999999,0.4270833333333333,0.9538535968144097,-0.06816024517468641,0.584420093363223,-0.2428419158793866,0.30150852134897876,0.08185958077217026,0.43794645693597634,-0.32630573380788047,0.9826317903891837
CCRC-M155,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.32883333333333337,0.3419166666666667,1.0397750304012972,0.05627141525709272,0.7146109418713735,0.004079791873549204,0.9850750407157531,0.09717068598291465,0.4981991149000823,0.21759052460800887,0.9826317903891837
CCRC-M153,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.20358333333333334,0.2465833333333333,1.2111120202929382,0.27633231147886517,0.3565667043014451,-0.08584894265475436,0.7496100090041261,0.4954796772379871,0.04641877746807526,0.5672624941300585,0.9826317903891837
CCRC-M151,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.20083333333333334,0.24450000000000002,1.217319177173192,0.28370748765071907,0.4602522876937779,-0.32481197532589146,0.3153747376758286,0.6241811001273877,0.1231388614366414,0.44781182556985966,0.9826317903891837
CCRC-M148,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.3016666666666667,0.32966666666666666,1.0927869214624986,0.1280121225857146,0.6401772657481075,-0.357974324969934,0.20142143187117031,0.4425126679542388,0.06156782694545068,0.2818534080200568,0.9826317903891837
CCRC-M140,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.4349166666666666,0.4530833333333333,1.041760852074633,0.0590241287447673,0.823455815513545,-0.35579876146199635,0.283064709197187,0.33227409503520033,0.15945923751083538,0.13306934559344538,0.9826317903891837
CCRC-M139,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.3624166666666666,0.389,1.0733299618408352,0.10209365590151857,0.7293662044723084,-0.36779202683621576,0.36979192068281386,0.4106255372247286,0.16712508244474403,0.2062526373789629,0.9826317903891837
CCRC-M138,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.2709166666666667,0.31825,1.174651005473218,0.23223218873858092,0.40594281661606724,-0.2565434584559988,0.4588911474714898,0.5619330767973233,0.01430463885721554,0.5101680157739519,0.9826317903891837
CCRC-M160,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.429,0.42916666666666664,1.0003884098500737,0.0005602481686221699,0.995043074587883,-0.05339361296281025,0.7368142591544092,0.04986213604343932,0.6328925330752845,0.0037059615203055376,0.9826317903891837
CCRC-M137,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.3123333333333333,0.3358333333333334,1.0752160460898328,0.10462657358783845,0.6501160757391566,-0.3338190467954522,0.18871859132795396,0.4293957843159272,0.128913388495827,0.2717313866436234,0.9826317903891837
CCRC-M152,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.312,0.31616666666666665,1.0133504218733311,0.019133151905637105,0.8825310954383698,-0.028676047199432623,0.8535872607468159,0.05884792480541211,0.7129483580881666,0.08759160302213437,0.9826317903891837
CCRC-M149,Xylan / Arabinoxylan,Hemicellulose,"β-(1,4)-xylan backbone / (4-O-methyl)-glucuronoxylan",0.2655,0.29283333333333333,1.1029116465863453,0.14131722235519548,0.5686923409753626,-0.19877068996245337,0.45231814482170074,0.3688312808510825,0.11093887116573342,0.3426334718675713,0.9826317903891837
CCRC-M75,Homogalacturonan (HG Pectin),Pectin,"α-(1,4)-D-galacturonic acid (partially/fully methyl-esterified or unesterified)",0.004083333333333333,0.004458333333333334,1.0896414342629486,0.12385346884178505,0.852343768099064,-0.5584016744500212,0.62797955046003,0.7481277004535064,0.4644195766123367,0.11027722598333396,0.9826317903891837
CCRC-M70,Homogalacturonan (HG Pectin),Pectin,"α-(1,4)-D-galacturonic acid (partially/fully methyl-esterified or unesterified)",0.002291666666666667,0.003375,1.4529616724738674,0.5389966467689756,0.640347898152332,0.4479257930377078,0.7959594905995147,0.7476128383657145,0.6595733440828826,0.28398769301303883,0.9826317903891837
CCRC-M74,Homogalacturonan (HG Pectin),Pectin,"α-(1,4)-D-galacturonic acid (partially/fully methyl-esterified or unesterified)",0.003833333333333334,0.0028333333333333335,0.7457627118644067,-0.4232114307245442,0.6967290530896755,-2.203091865377512,0.12765579565627172,1.8073549220576044,0.5018406260344394,-0.23176563348138138,0.9826317903891837
CCRC-M166,Homogalacturonan (HG Pectin),Pectin,"α-(1,4)-D-galacturonic acid (partially/fully methyl-esterified or unesterified)",0.0057083333333333335,0.00020833333333333335,0.05308464849354376,-4.235561480239474,0.29738013855967876,-5.909074842870394,0.3599228536218892,-0.46948528330122047,0.7291485776026401,-0.6712539358488353,0.9826317903891837
CCRC-M168,Homogalacturonan (HG Pectin),Pectin,"α-(1,4)-D-galacturonic acid (partially/fully methyl-esterified or unesterified)",0.011749999999999998,0.009583333333333334,0.8171589310829819,-0.29131139621488616,0.43107252329604195,-0.4383243518147597,0.4146446926160761,-0.05818107108852921,0.7676814723782458,-0.47669924222792137,0.9826317903891837
CCRC-M174,Homogalacturonan (HG Pectin),Pectin,"α-(1,4)-D-galacturonic acid (partially/fully methyl-esterified or unesterified)",0.0009166666666666666,0.0007500000000000001,0.8360655737704921,-0.25831199559139023,0.7769072527325771,0.34239219744707816,0.7160747293492769,-1.0901978089715783,0.6249440817840862,-0.1691517167823455,0.9826317903891837
CCRC-M175,Homogalacturonan (HG Pectin),Pectin,"α-(1,4)-D-galacturonic acid (partially/fully methyl-esterified or unesterified)",0.0055000000000000005,0.0029999999999999996,0.5535714285714284,-0.8531586116707294,0.6138137715668683,-1.9149794155856936,0.478418210275545,2.162938571126205,0.23427860782758234,-0.3072635288037462,0.9826317903891837
CCRC-M169,Homogalacturonan (HG Pectin),Pectin,"α-(1,4)-D-galacturonic acid (partially/fully methyl-esterified or unesterified)",0.01625,0.015916666666666666,0.9796126401630988,-0.029716705445488434,0.8853656642410282,-0.13111191434715877,0.6531318819305598,0.07586895430264987,0.8407601093412203,-0.08561562250936128,0.9826317903891837
CCRC-M170,Homogalacturonan (HG Pectin),Pectin,"α-(1,4)-D-galacturonic acid (partially/fully methyl-esterified or unesterified)",0.012416666666666666,0.0041666666666666675,0.3408788282290281,-1.5526690975142712,0.4298563447386711,-1.825686744829861,0.459254467415062,0.06088224214702243,0.9469572050373976,-0.48989974800805053,0.9826317903891837
LAMP,Homogalacturonan (HG Pectin),Pectin,"α-(1,4)-D-galacturonic acid (partially/fully methyl-esterified or unesterified)",0.00016666666666666666,0.0010833333333333335,4.437500000000001,2.1497471195046822,0.23184203054257202,4.39231742277876,0.22540333075851646,-0.7004397181410921,0.6855984144761554,0.7735744363061834,0.9826317903891837
BG1,Homogalacturonan (HG Pectin),Pectin,"α-(1,4)-D-galacturonic acid (partially/fully methyl-esterified or unesterified)",0.05358333333333334,0.10149999999999999,1.8925799441167337,0.9203542421105071,0.3347028496761598,1.5556275797995072,0.4406618866062529,0.4380726859937173,0.7360744898155865,0.604268023089448,0.9826317903891837
CCRC-M131,Homogalacturonan (HG Pectin),Pectin,"α-(1,4)-D-galacturonic acid (partially/fully methyl-esterified or unesterified)",0.3538333333333334,0.3383333333333333,0.9562064418911281,-0.06460596984065986,0.7919899343497592,-0.33695571265678737,0.45559811074831313,0.12611858201108989,0.43176097418814546,-0.15652799706238388,0.9826317903891837
CCRC-M38,Homogalacturonan (HG Pectin),Pectin,"α-(1,4)-D-galacturonic acid (partially/fully methyl-esterified or unesterified)",0.30775,0.29624999999999996,0.962644144875751,-0.05492551104747604,0.7227312613550236,-0.236834701837653,0.404823235128337,0.09331489122587258,0.2909513616292318,-0.21112204220346584,0.9826317903891837
JIM5,Homogalacturonan (HG Pectin),Pectin,"α-(1,4)-D-galacturonic acid (partially/fully methyl-esterified or unesterified)",0.13116666666666668,0.12466666666666666,0.9504824784154393,-0.07326806300159192,0.8584638195116547,-0.7537997161983587,0.3942012833849651,0.3170361219726167,0.2912772301961316,-0.10581188858388758,0.9826317903891837
JIM136,Homogalacturonan (HG Pectin),Pectin,"α-(1,4)-D-galacturonic acid (partially/fully methyl-esterified or unesterified)",0.0030833333333333333,0.0029999999999999996,0.9738219895287957,-0.03827001692771742,0.908255301681796,-0.34348423825380964,0.5152751089940268,0.3493342522280144,0.4556689460481824,-0.06871270127375438,0.9826317903891837
JIM7,Homogalacturonan (HG Pectin),Pectin,"α-(1,4)-D-galacturonic acid (partially/fully methyl-esterified or unesterified)",0.0034999999999999996,0.003833333333333333,1.0925925925925926,0.12775554719837268,0.8360210376236417,-0.06529146025171927,0.9376498472362608,0.31349947281678175,0.7872250654893901,0.12267399461214606,0.9826317903891837
CCRC-M69,Homogalacturonan (HG Pectin),Pectin,"α-(1,4)-D-galacturonic acid (partially/fully methyl-esterified or unesterified)",0.07383333333333335,0.08349999999999998,1.130748422001803,0.17727798264032835,0.6658236725907143,-0.30850023135089444,0.6175483728159434,0.4385409123558228,0.2674556532347989,0.25766938856544946,0.9826317903891837
CCRC-M35,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.11783333333333335,0.11741666666666667,0.9964669304691915,-0.005106167434420238,0.9852202954719543,-0.32158766265841277,0.3984066445632026,0.20975342491433108,0.49956025921874286,-0.010974781227297548,0.9826317903891837
CCRC-M36,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.11408333333333333,0.11666666666666665,1.0226244343891402,0.03227640302375603,0.9255757509472311,-0.46422413840576865,0.42761376168570686,0.33568903446946474,0.2856473334319149,0.055465793141826154,0.9826317903891837
CCRC-M14,Homogalacturonan (HG Pectin),Pectin,"α-(1,4)-D-galacturonic acid (partially/fully methyl-esterified or unesterified)",0.019416666666666665,0.013416666666666665,0.6925704526046114,-0.5299672562839423,0.6572042644558633,-0.6819336048145718,0.6838439225703237,-0.2237749753865671,0.9177173698720669,-0.2640862294288497,0.9927325511521277
CCRC-M129,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.12308333333333332,0.129,1.0480313895278042,0.06768192759856954,0.8454294030437929,-0.4836394698808522,0.43876405008201,0.41115795053794757,0.13868398574725163,0.11591126902492958,0.9927325511521277
CCRC-M72,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.06133333333333333,0.06524999999999999,1.063754747693977,0.089165570885876,0.851941483132712,-0.612581687575784,0.43986554584251963,0.428522265565489,0.34840963483935333,0.11071052111581398,0.9927325511521277
JIM3,Homogalacturonan (HG Pectin),Pectin,"α-(1,4)-D-galacturonic acid (partially/fully methyl-esterified or unesterified)",0.01425,0.01991666666666667,1.3948896631823462,0.4801510083087902,0.4580414546053715,0.9377157217456573,0.3865597589039124,0.2913270528193537,0.6994532433059709,0.44568561621982994,0.9927325511521277
CCRC-M40,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.12191666666666667,0.11725000000000001,0.9617538587624641,-0.056260381952367995,0.8169130778191611,-0.45763096382440693,0.2175962466234961,0.21986525617806618,0.317522867920504,-0.13837211465559357,0.9927325511521277
CCRC-M161,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.015166666666666667,0.0195,1.2838427947598252,0.36046855673942035,0.5603172807301461,-0.5566521046977788,0.22741273509606816,0.6966600590735778,0.253726590239525,0.35063493363551396,0.9927325511521277
CCRC-M164,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.002,0.0032500000000000007,1.5952380952380956,0.6737717676790125,0.4796208630812048,1.4573483041368085,0.29374815081858274,-1.1699250014423122,0.3168349228067301,0.43685202833051917,0.9927325511521277
CCRC-M98,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.004750000000000001,0.007333333333333334,1.5326460481099655,0.6160245570120207,0.3221256253339391,0.6581289132831274,0.5376735287835696,0.5519851782748837,0.43933730033087737,0.6207204538323104,0.9927325511521277
