mAb,Glycan_Class,Polysaccharide_Clade,Target_Epitope,Mean_Ground,Mean_Space,Fold_Change,log2FC,pvalue,log2FC_6d,pvalue_6d,log2FC_11d,pvalue_11d,Cohens_d,FDR
CCRC-M94,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.011716666666666667,0.012249999999999999,1.0451339915373765,0.06368791506631762,0.8680211635072428,-0.29210139314785233,0.7186166968234253,0.373907623318989,0.38251462169344586,0.09854881321598011,0.9927325511521277
CCRC-M5,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.057166666666666664,0.07916666666666666,1.3841676367869615,0.4690186786071922,0.33221734640731104,0.016704490453517573,0.9748403742917249,0.6848563408679741,0.1444440363655165,0.5948517385197086,0.9927325511521277
CCRC-M2,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.19691666666666666,0.23458333333333337,1.1911851789188734,0.2523977087025096,0.39643845769199515,-0.04418562104086626,0.9081965177887097,0.43501786089074435,0.10714391315817455,0.5147279947880152,0.9927325511521277
JIM137,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.008041666666666666,0.010791666666666666,1.3377686796315251,0.419828673827048,0.38461887047891197,0.45690721722175026,0.32956193378613347,0.3917049954482201,0.657155864231507,0.5252606601638428,0.9927325511521277
JIM101,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.10216666666666667,0.0845,0.8272490221642764,-0.2736064136618275,0.3628593038808452,-0.2431218814156858,0.5920969235117279,-0.3112112882453351,0.5215789979881612,-0.550624462131748,0.9927325511521277
CCRC-M61,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.06674999999999999,0.05475,0.8204936424831714,-0.2854359396901598,0.4289378140440705,-0.058668250340571555,0.9050243716880098,-0.5953707666012896,0.3616735472900822,-0.4761023922010768,0.9927325511521277
CCRC-M30,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.018666666666666668,0.011458333333333334,0.6158969804618117,-0.6992390397566268,0.46838579976330763,-0.4795635292520245,0.7694192484877588,-1.08668405848331,0.2504034915750287,-0.4376623093208071,0.9927325511521277
CCRC-M23,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.1955,0.20775,1.0626278118609407,0.0876363776721387,0.8079743837715792,-0.32916250826554316,0.6134591267020054,0.3418717148635939,0.28904272422399846,0.1443201619689699,0.9927325511521277
CCRC-M17,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.008216666666666666,0.015583333333333336,1.8857715430861732,0.9151549073912769,0.4067853422588036,-0.24327115101236405,0.8991234612793976,1.1381882390171254,0.3065502229421778,0.5093173243575884,0.9927325511521277
CCRC-M19,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.0016666666666666668,0.0007500000000000001,0.4811320754716982,-1.0554951125917034,0.5804732201738586,2.7884958948062883,0.45126642653591764,-2.9506119730378364,0.4182712681697543,-0.3359346362551077,0.9927325511521277
CCRC-M18,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.025500000000000005,0.041666666666666664,1.6315104166666663,0.706208198600704,0.3189256135399313,-0.13053156314222536,0.891510974384515,1.0459448650229308,0.17077206285102825,0.6207245244864544,0.9927325511521277
CCRC-M56,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.20958333333333332,0.2540833333333333,1.2122247834035451,0.27765724322730434,0.5284475950696643,-0.26485335267869775,0.7427668080891543,0.6274871173677133,0.2401492531494801,0.3773003514568066,0.9927325511521277
CCRC-M16,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.12925,0.16725,1.2937765751836103,0.3715884970017886,0.5681991385282015,-0.3497559438033681,0.7447360297091659,0.6294550237660714,0.30358429687002825,0.3414025689347884,0.9927325511521277
CCRC-M60,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.22258333333333336,0.24491666666666667,1.1002918943192874,0.1378863043168745,0.6527602041908955,-0.2102225322556641,0.6493080911332596,0.3614793401588355,0.23326361341212956,0.26802224676976094,0.9927325511521277
CCRC-M41,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.07025,0.06666666666666667,0.9490642027955459,-0.07542240814498144,0.6872702787773624,-0.25967471354034016,0.44996329916705124,0.06892168275883674,0.6558455847667221,-0.23930359797916398,0.9927325511521277
CCRC-M80,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.38899999999999996,0.3921666666666667,1.0081384391330424,0.011693765560818699,0.9478994681968702,-0.12433217315407663,0.683784686983328,0.1178656114597776,0.4447666487865404,0.03872868020137317,0.9927325511521277
CCRC-M79,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.3658333333333334,0.37024999999999997,1.01206959373292,0.017308498610535947,0.9240877553872596,-0.14572987965978038,0.6409457849267364,0.14406406065148836,0.3286359553795614,0.056484282291876506,0.9946777922571197
CCRC-M44,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.13183333333333336,0.13858333333333334,1.0511622031328953,0.07198530640731401,0.837908227461315,-0.4338965265301594,0.4398990095529689,0.3604089504000034,0.1774719245251222,0.12186807645295135,0.9947270819699082
CCRC-M33,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.14024999999999999,0.14300000000000002,1.019593872461703,0.02799460821414359,0.9231269132656331,-0.3285043261427823,0.46033577135689546,0.25473849841518575,0.3175751886000698,0.057251456917299395,0.9947270819699082
CCRC-M32,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.10325000000000001,0.10775000000000001,1.0435413642960814,0.06148778773500657,0.8234962623844558,-0.25436138595007896,0.581999705140847,0.2718637840511198,0.2050627476226869,0.13257820584591307,0.9947270819699082
CCRC-M13,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.32308333333333333,0.35108333333333336,1.0866381310917437,0.11987157845332076,0.6532603325844436,-0.05315482671637863,0.9233778062318803,0.24701033157187782,0.20687060615035813,0.26759678124444547,0.9947270819699082
CCRC-M42,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.13091666666666665,0.13808333333333334,1.0547004197939194,0.07683326978180856,0.7877477069876808,-0.3109446029242547,0.4650968179729937,0.33070153689827886,0.2178932867560182,0.1601598064349078,0.9947270819699082
CCRC-M24,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.16858333333333334,0.17816666666666667,1.0568125679280704,0.07971952875612856,0.7784639217448104,-0.30143244042350426,0.3977137150353353,0.32639345478772464,0.27966418829253986,0.16719203472136013,0.9947270819699082
CCRC-M12,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.3093333333333333,0.3160833333333333,1.0218140687277821,0.03113270456533498,0.8920455767343047,-0.23308893139586986,0.6231326877111762,0.24995728609248852,0.20130461793230559,0.08039216159719394,0.9947270819699082
CCRC-M7,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.18925000000000003,0.19800000000000004,1.046210720887246,0.06517345900506726,0.8319152185509746,-0.378539140110479,0.4957770131207584,0.36018379020505126,0.18341466052564137,0.12603258514802232,0.9958304110736932
CCRC-M77,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.13583333333333333,0.14608333333333332,1.0754046101029915,0.10487956136286788,0.7646814584722823,-0.4649833643198343,0.36096250915567907,0.4885506014002303,0.2480908965273847,0.17808981940047847,0.9958304110736932
CCRC-M25,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.18725000000000003,0.19225000000000003,1.026688017080331,0.03799785196750144,0.8717061862580215,-0.16216708916679567,0.6428909072822939,0.17745867412771996,0.4043497119301079,0.0957646194384204,0.9958304110736932
CCRC-M9,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.21175,0.23633333333333337,1.116041224136575,0.1583903181697623,0.6129547494236944,-0.15660944206728605,0.697236467188665,0.34765915631145383,0.2205355508068109,0.30200858410373893,0.9958304110736932
CCRC-M128,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.19333333333333336,0.213,1.1016715491986901,0.13969416495050488,0.6525283051480552,-0.27952640158239694,0.5939391759451821,0.403110861185447,0.08486536077010286,0.26864290314923167,0.9958304110736932
CCRC-M126,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.18358333333333335,0.20383333333333334,1.1102440794846202,0.1508768779738371,0.6338530983015878,-0.21602974801295557,0.5892226756216417,0.3689348470704113,0.17576475020766757,0.2849978064896584,0.9958304110736932
CCRC-M134,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.26908333333333334,0.2855,1.0609869357934492,0.08540689208487222,0.7750013738722552,-0.3058334834899079,0.5178377311452843,0.33753846492357903,0.21111936587852015,0.1699269371412313,0.9958304110736932
CCRC-M125,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.18299999999999997,0.19733333333333333,1.0782814491170583,0.10873379427650554,0.6731036675898588,-0.16440742621081395,0.6562182868187572,0.2917199276195396,0.1827607454969219,0.2518660681978204,0.9958304110736932
CCRC-M123,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.33874999999999994,0.3520833333333333,1.039348777728592,0.0556798654674278,0.7910789719924504,-0.10821596422367312,0.7585186716236488,0.1768083876896232,0.27964958459850603,0.15742417264088787,0.9958304110736932
CCRC-M122,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.39266666666666666,0.40758333333333335,1.0379784435203259,0.053776482473004504,0.7503238300774611,-0.08413226253168245,0.7658496464489118,0.16514635520373888,0.2941422467077968,0.18932578968119587,0.9958304110736932
CCRC-M121,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.3688333333333333,0.4096666666666667,1.1106794362125048,0.15144248682613873,0.4216226181424644,0.08471993695916724,0.7673038087987314,0.20422163712885366,0.3500110402232663,0.4855586116445755,0.9958304110736932
CCRC-M112,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.13516666666666666,0.13925,1.0301872843765403,0.04290663806830647,0.8356471383049359,-0.049355840831206574,0.8840745349462178,0.11137198485877026,0.5495320684497801,0.12306004388623386,0.9958304110736932
CCRC-M21,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.19383333333333333,0.2155,1.1117222413200412,0.15279638237335513,0.6061600565253312,-0.06368540448145078,0.8982838404113365,0.29035839288962506,0.1946017704205039,0.30758915268887177,0.9958304110736932
JIM131,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.11041666666666668,0.12533333333333332,1.134972100738953,0.18265683441464306,0.6243746951305631,-0.28476562043639103,0.6110207877926896,0.46420829369817657,0.21403118531114404,0.29369411890555636,0.9958304110736932
CCRC-M22,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.3673333333333333,0.3678333333333333,1.0013607910732105,0.001961871986599663,0.9887496114214717,-0.05335755712161683,0.851685171582088,0.049020402296667494,0.4066520634726738,0.008351603116021749,0.9958304110736932
JIM132,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.021916666666666664,0.026416666666666668,1.2043906131718398,0.2683033690842205,0.5558553909851224,-0.2753413012854069,0.6303292534870646,0.5343792039559037,0.20486649163804257,0.3546038001910885,0.9958304110736932
JIM1,Arabinogalactan Proteins (AGPs),Glycoprotein,"β-(1,6)-galactan / β-(1,3)-galactan / Arabinogalactan protein epitopes",0.02,0.022749999999999996,1.1368159203980097,0.1849986638791408,0.6808957974706547,0.04858018044506187,0.9533242202328571,0.25738784269265175,0.5459483178507185,0.24495302312207873,0.9958304110736932
CCRC-M15,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.057499999999999996,0.05666666666666667,0.9855324074074076,-0.021024782484925893,0.9444327124376315,-0.5421049615919821,0.37237691392343253,0.35327806632187525,0.25339212258822125,-0.04126457670729553,0.9958304110736932
CCRC-M8,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.153,0.1699166666666667,1.1104942303505336,0.15120189728264571,0.6585227199098393,-0.049938027586357334,0.9283679875167081,0.2873433917261967,0.49228799832242587,0.26298218354430447,0.9982467174135737
JIM16,Arabinogalactan Proteins (AGPs),Glycoprotein,"β-(1,6)-galactan / β-(1,3)-galactan / Arabinogalactan protein epitopes",0.049999999999999996,0.07183333333333335,1.4357950765136398,0.5218498555716528,0.26163732211452234,0.1291286271924633,0.8199911979458052,0.6998669700924053,0.04056770928717807,0.6967533150743702,0.9982467174135737
JIM93,Arabinogalactan Proteins (AGPs),Glycoprotein,"β-(1,6)-galactan / β-(1,3)-galactan / Arabinogalactan protein epitopes",0.0315,0.06,1.9018987341772151,0.9274404325340825,0.21965464245579186,0.6486362457261076,0.35049643973224387,1.006007066447873,0.165978543643944,0.7796815402904765,0.9982467174135737
JIM94,Arabinogalactan Proteins (AGPs),Glycoprotein,"β-(1,6)-galactan / β-(1,3)-galactan / Arabinogalactan protein epitopes",0.0325,0.05733333333333334,1.7617586912065442,0.8170163312727146,0.2210371842739855,0.926525405694901,0.28767724871485273,0.784301865777692,0.18182225999670426,0.766781146106223,0.9982467174135737
JIM11,Extensins / HRGPs,Glycoprotein,O-glycosylated hydroxyproline arabinosides,0.19599999999999998,0.2773333333333334,1.4147543770185282,0.5005516008899551,0.16559979144106782,0.37866653798167965,0.4445997054220484,0.5662966441256674,0.012309375392243532,0.8738408147887309,0.9982467174135737
MAC204,Arabinogalactan Proteins (AGPs),Glycoprotein,"β-(1,6)-galactan / β-(1,3)-galactan / Arabinogalactan protein epitopes",0.07533333333333335,0.12325000000000001,1.6352187361908967,0.7094836317543866,0.2210624718374842,0.8938829676340763,0.12818839370819654,0.6545846416543588,0.07809138891819858,0.757267434993739,0.9982467174135737
JIM20,Arabinogalactan Proteins (AGPs),Glycoprotein,"β-(1,6)-galactan / β-(1,3)-galactan / Arabinogalactan protein epitopes",0.1655,0.2255,1.3623188405797102,0.44606439489946836,0.21617492722439466,0.1770355536043665,0.6817650314381147,0.594598933755811,0.041044279979320246,0.7696008586287649,0.9982467174135737
JIM14,Arabinogalactan Proteins (AGPs),Glycoprotein,"β-(1,6)-galactan / β-(1,3)-galactan / Arabinogalactan protein epitopes",0.13575,0.17608333333333337,1.2968960863697707,0.37506288846791674,0.4096112284701787,-0.2579225236224764,0.6844488935457722,0.6827177949647462,0.10016697110257174,0.5006082430105188,0.9982467174135737
JIM19,Arabinogalactan Proteins (AGPs),Glycoprotein,"β-(1,6)-galactan / β-(1,3)-galactan / Arabinogalactan protein epitopes",0.33991666666666664,0.42533333333333334,1.2512131758247147,0.32332761005081384,0.3148538603932502,0.06806427494515407,0.813417434013799,0.46893255522548133,0.08086448315786905,0.6161697056782738,0.9982467174135737
JIM12,Extensins / HRGPs,Glycoprotein,O-glycosylated hydroxyproline arabinosides,0.12325000000000001,0.2001666666666667,1.6235643831914606,0.6991645964929925,0.1501674738754047,0.2654386755075387,0.48135597318375745,0.8994889363607761,0.023303386567012672,0.9361290680594919,0.9982467174135737
CCRC-M133,Arabinogalactan Proteins (AGPs),Glycoprotein,"β-(1,6)-galactan / β-(1,3)-galactan / Arabinogalactan protein epitopes",0.10775,0.14375000000000002,1.333796940194715,0.4155390445788331,0.018552574267977597,0.39979136474600135,0.24149879812893935,0.4304373820884775,0.07915298379701848,1.7130722323510459,0.9982467174135737
CCRC-M107,Arabinogalactan Proteins (AGPs),Glycoprotein,"β-(1,6)-galactan / β-(1,3)-galactan / Arabinogalactan protein epitopes",0.1355833333333333,0.17941666666666667,1.3230561356098762,0.40387427465353776,0.03229632218566818,0.4500014325103843,0.2528903990990316,0.36026638931511945,0.08427363467204693,1.434584105844526,0.9982467174135737
JIM4,Arabinogalactan Proteins (AGPs),Glycoprotein,"β-(1,6)-galactan / β-(1,3)-galactan / Arabinogalactan protein epitopes",0.0027500000000000003,0.003416666666666667,1.2339181286549707,0.3032466738212873,0.6416358540123729,-0.45169596985769195,0.7373708233181371,0.8744691179161413,0.3087725233429453,0.27781797425838434,0.9982467174135737
CCRC-M31,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.0027500000000000003,0.0025833333333333333,0.9415204678362572,-0.08693563677128104,0.9016421963735505,0.10852445677816905,0.8271307588824968,-0.9027027986450848,0.5362952578358107,-0.07338276103869978,0.9982467174135737
JIM17,Arabinogalactan Proteins (AGPs),Glycoprotein,"β-(1,6)-galactan / β-(1,3)-galactan / Arabinogalactan protein epitopes",0.07337500000000001,0.10208333333333335,1.3907224679596235,0.4758345449362788,0.2793789894908991,0.6067152992494442,0.4639736438865219,0.4170121234504879,0.07648788035714559,0.6603600446425019,0.9999999999999997
CCRC-M26,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.005125,0.00875,1.69377990430622,0.7602464180021147,0.3249544460288571,-0.7593868888740016,0.11617060431260846,1.3727266944208796,0.1152955831031858,0.6122177628745112,0.9999999999999997
JIM15,Arabinogalactan Proteins (AGPs),Glycoprotein,"β-(1,6)-galactan / β-(1,3)-galactan / Arabinogalactan protein epitopes",0.007958333333333333,0.009416666666666669,1.1809720785935887,0.2399748558860019,0.6365407341894038,-0.31743604650196144,0.791578644902906,0.637429920615292,0.10565233042013628,0.2814337861952746,0.9999999999999997
JIM8,Arabinogalactan Proteins (AGPs),Glycoprotein,"β-(1,6)-galactan / β-(1,3)-galactan / Arabinogalactan protein epitopes",0.010750000000000001,0.01275,1.184331797235023,0.24407331674939864,0.5305986744930062,-0.15292464891610974,0.822146574929914,0.5960298046239931,0.3084852385477858,0.3751282395797027,0.9999999999999997
CCRC-M85,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.012916666666666665,0.016833333333333336,1.3008962868117802,0.37950594863018694,0.3473221542456956,0.32733289932816667,0.6883064532315886,0.425606740989031,0.40704627476038135,0.5737256128375384,0.9999999999999997
CCRC-M81,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.011750000000000002,0.012833333333333334,1.091420534458509,0.1262070925677123,0.6961942099860161,-0.15913581575214472,0.763690515178955,0.40067121010864093,0.46162042253162405,0.23379631186321864,0.9999999999999997
MAC266,Arabinogalactan Proteins (AGPs),Glycoprotein,"β-(1,6)-galactan / β-(1,3)-galactan / Arabinogalactan protein epitopes",0.0037166666666666667,0.0026666666666666666,0.7248908296943231,-0.4641643567500194,0.5420704689883359,-0.9180066278026926,0.29271480177510256,0.3804237441975068,0.8130743279954242,-0.36753598966106776,0.9999999999999997
PN16.4B4,Arabinogalactan Proteins (AGPs),Glycoprotein,"β-(1,6)-galactan / β-(1,3)-galactan / Arabinogalactan protein epitopes",0.005,0.0055000000000000005,1.0980392156862746,0.13492958008610864,0.7414188644800273,-0.7608123361205742,0.2562088765434929,0.8903755088255016,0.1099538153562098,0.19687480773953964,0.9999999999999997
MAC207,Arabinogalactan Proteins (AGPs),Glycoprotein,"β-(1,6)-galactan / β-(1,3)-galactan / Arabinogalactan protein epitopes",0.27599999999999997,0.30583333333333335,1.1080526379331161,0.14802641810304717,0.548721275657625,0.024559830721328533,0.9115488019713363,0.22618860519494793,0.2299374722367376,0.3590280046132051,0.9999999999999997
JIM133,Arabinogalactan Proteins (AGPs),Glycoprotein,"β-(1,6)-galactan / β-(1,3)-galactan / Arabinogalactan protein epitopes",0.11041666666666666,0.12333333333333334,1.116875282762781,0.15946809451839233,0.4569224521420626,0.21417971391594282,0.3412744162445414,0.12020574472496959,0.6334230265851069,0.4468514252749713,0.9999999999999997
JIM13,Arabinogalactan Proteins (AGPs),Glycoprotein,"β-(1,6)-galactan / β-(1,3)-galactan / Arabinogalactan protein epitopes",0.06308333333333332,0.07158333333333333,1.134529147982063,0.18209367477400562,0.6671853927339644,-0.44247279147746127,0.5342203800313713,0.5206300315667405,0.18014467914590593,0.2562856136717776,0.9999999999999997
CCRC-M92,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.12616666666666668,0.17141666666666663,1.358368532206969,0.44187494310047026,0.21895837605916088,0.2432072060157489,0.1684314490974656,0.5424251797874192,0.03423947500056337,0.767489057831152,0.9999999999999997
CCRC-M91,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.08124999999999999,0.12241666666666667,1.506043843474698,0.5907637699054693,0.22827170367972446,0.25642534012783713,0.4556569457710457,0.7255110626243637,0.02504135563189173,0.7546332348991762,0.9999999999999997
CCRC-M78,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.17700000000000002,0.2225,1.2569169960474307,0.3298893805900451,0.26829754380301524,0.32320391964838285,0.28476533496247886,0.3336634151871257,0.14139133645494303,0.6778410263267096,0.9999999999999997
MAC265,Arabinogalactan Proteins (AGPs),Glycoprotein,"β-(1,6)-galactan / β-(1,3)-galactan / Arabinogalactan protein epitopes",0.002708333333333333,0.0027083333333333334,1.0000000000000002,3.203426503814917e-16,0.9999999999999996,0.24874374828340023,0.5565598699737246,-0.3804237441975065,0.6413176197682213,3.3282204044367927e-16,0.9999999999999997
CCRC-M97,Rhamnogalacturonan-I / Galactan / Arabinan,Pectin,"RG-I backbone / 1,4-β-D-galactan / 1,5-α-L-arabinan sidechains",0.012333333333333335,0.014499999999999999,1.17426273458445,0.23175523934593523,0.531318633985957,-0.3144140412300559,0.6534649389418943,0.645921381508931,0.12312569461229513,0.3744361393247014,1.0
